np1;np2;np3;np4;ns1;ns2;ns3;ns4;ni1;ni2;ni3;ni4;nh1;nh2;nh3;nh4;series;cost
3;3;1;0;4;3;0;0;4;3;3;0;3;2;2;0;0.9999990928002647;53.0
3;3;1;0;2;2;1;0;4;3;3;0;3;2;2;0;0.9999985396005421;53.0
2;2;1;0;3;2;2;0;4;3;3;0;3;2;2;0;0.999998454200649;53.0
2;2;1;0;3;3;0;0;4;3;3;0;3;2;2;0;0.9999981636010129;50.0
2;2;1;0;4;3;0;0;4;3;3;0;3;2;2;0;0.9999983417007898;51.0
2;2;1;0;4;4;0;0;4;3;3;0;3;2;2;0;0.9999985040005865;52.0
2;2;1;0;2;2;2;0;4;3;3;0;3;2;2;0;0.9999982677008826;52.0
2;2;1;0;3;2;1;0;4;3;3;0;3;2;2;0;0.9999981946009742;52.0
2;2;1;0;3;3;1;0;4;3;3;0;3;2;2;0;0.999998539600542;53.0
2;2;1;0;2;2;1;0;4;3;3;0;3;2;2;0;0.9999977885014828;51.0
2;2;1;0;4;2;1;0;4;3;3;0;3;2;2;0;0.9999982313009282;53.0
4;2;1;0;3;3;0;0;4;3;3;0;3;2;2;0;0.9999986064006244;52.0
4;2;1;0;4;3;0;0;4;3;3;0;3;2;2;0;0.9999987845004803;53.0
4;2;1;0;2;2;1;0;4;3;3;0;3;2;2;0;0.9999982313009282;53.0
3;3;0;0;3;3;0;0;4;4;4;0;3;2;2;0;0.9999985388006836;51.0
3;3;0;0;4;3;0;0;4;4;4;0;3;2;2;0;0.9999987169005273;52.0
3;3;0;0;4;4;0;0;4;4;4;0;3;2;2;0;0.9999988792003849;53.0
3;3;0;0;2;2;2;0;4;4;4;0;3;2;2;0;0.9999986429005923;53.0
3;3;0;0;3;2;1;0;4;4;4;0;3;2;2;0;0.9999985698006564;53.0
3;3;0;0;2;2;1;0;4;4;4;0;3;2;2;0;0.9999981637010127;52.0
4;3;0;0;3;3;0;0;4;4;4;0;3;2;2;0;0.9999987169005272;52.0
4;3;0;0;4;3;0;0;4;4;4;0;3;2;2;0;0.9999988950004027;53.0
4;3;0;0;2;2;1;0;4;4;4;0;3;2;2;0;0.9999983418007896;53.0
4;4;0;0;3;3;0;0;4;4;4;0;3;2;2;0;0.999998879200385;53.0
2;2;2;0;3;3;0;0;4;4;4;0;3;2;2;0;0.9999986429005923;53.0
3;2;1;0;3;3;0;0;4;4;4;0;3;2;2;0;0.9999985698006564;53.0
2;2;1;0;3;3;0;0;4;4;4;0;3;2;2;0;0.9999981637010127;52.0
2;2;1;0;4;3;0;0;4;4;4;0;3;2;2;0;0.9999983418007896;53.0
2;2;1;0;2;2;1;0;4;4;4;0;3;2;2;0;0.9999977886014825;53.0
4;4;3;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999985697006566;52.0
4;4;3;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999987478005059;53.0
4;4;3;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999981946009742;53.0
3;2;2;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999985672007448;51.0
3;2;2;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999982766010759;48.0
3;2;2;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999987259005638;52.0
3;2;2;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999984547008729;49.0
3;2;2;0;4;2;2;0;3;2;1;0;3;2;2;0;0.9999985806007295;52.0
3;2;2;0;4;3;2;0;3;2;1;0;3;2;2;0;0.9999987321005569;53.0
3;2;2;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999986170006879;50.0
3;2;2;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999983807009574;50.0
3;2;2;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999986727006246;52.0
3;2;2;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999983076010406;50.0
3;2;2;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999986526006475;51.0
3;2;2;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999979015015034;49.0
3;2;2;0;4;4;1;0;3;2;1;0;3;2;2;0;0.9999986914006033;53.0
3;2;2;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999983443009988;51.0
3;2;2;0;3;3;3;0;3;2;1;0;3;2;2;0;0.9999988602004108;53.0
3;3;0;0;4;4;3;0;3;2;1;0;3;2;2;0;0.9999985697006566;52.0
3;3;0;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999982766010758;48.0
3;3;0;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999979860014913;45.0
3;3;0;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999984353008488;49.0
3;3;0;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999981641012365;46.0
3;3;0;0;4;2;2;0;3;2;1;0;3;2;2;0;0.9999982900010566;49.0
3;3;0;0;4;3;2;0;3;2;1;0;3;2;2;0;0.9999984415008399;50.0
3;3;0;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999983264010045;47.0
3;3;0;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999980901013424;47.0
3;3;0;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999983821009248;49.0
3;3;0;0;4;4;2;0;3;2;1;0;3;2;2;0;0.9999984474008314;51.0
3;3;0;0;4;3;3;0;3;2;1;0;3;2;2;0;0.9999985697006566;51.0
3;3;0;0;4;4;4;0;3;2;1;0;3;2;2;0;0.9999985698006564;53.0
3;3;0;0;3;2;1;0;3;2;1;0;3;2;2;0;0.999998017001447;47.0
3;3;0;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999983620009536;48.0
3;3;0;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999976109020278;46.0
3;3;0;0;4;4;1;0;3;2;1;0;3;2;2;0;0.9999984008008981;50.0
3;3;0;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999980537013945;48.0
3;3;0;0;3;3;3;0;3;2;1;0;3;2;2;0;0.9999985696006567;50.0
3;3;2;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999987259005638;52.0
3;3;2;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999984353008488;49.0
3;3;2;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999988846004081;53.0
3;3;2;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999986134006741;50.0
3;3;2;0;4;2;2;0;3;2;1;0;3;2;2;0;0.9999987393005507;53.0
3;3;2;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999987757005149;51.0
3;3;2;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999985394007468;51.0
3;3;2;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999988314004603;53.0
3;3;2;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999984663008183;51.0
3;3;2;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999988113004801;52.0
3;3;2;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999980602012167;50.0
3;3;2;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999985030007824;52.0
4;3;0;0;4;4;3;0;3;2;1;0;3;2;2;0;0.9999987478005058;53.0
4;3;0;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999984547008729;49.0
4;3;0;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999981641012367;46.0
4;3;0;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999986134006741;50.0
4;3;0;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999983422010136;47.0
4;3;0;0;4;2;2;0;3;2;1;0;3;2;2;0;0.999998468100856;50.0
4;3;0;0;4;3;2;0;3;2;1;0;3;2;2;0;0.9999986196006664;51.0
4;3;0;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999985045008104;48.0
4;3;0;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999982682011064;48.0
4;3;0;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999985602007407;50.0
4;3;0;0;4;4;2;0;3;2;1;0;3;2;2;0;0.9999986255006589;52.0
4;3;0;0;4;3;3;0;3;2;1;0;3;2;2;0;0.9999987478005058;52.0
4;3;0;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999981951011978;48.0
4;3;0;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999985401007658;49.0
4;3;0;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999977890017063;47.0
4;3;0;0;4;4;1;0;3;2;1;0;3;2;2;0;0.9999985789007173;51.0
4;3;0;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999982318011519;49.0
4;3;0;0;3;3;3;0;3;2;1;0;3;2;2;0;0.9999987477005059;51.0
4;2;2;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999985806007294;52.0
4;2;2;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999982900010566;49.0
4;2;2;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999987393005506;53.0
4;2;2;0;4;3;0;0;3;2;1;0;3;2;2;0;0.999998468100856;50.0
4;2;2;0;4;2;2;0;3;2;1;0;3;2;2;0;0.9999985940007143;53.0
4;2;2;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999986304006733;51.0
4;2;2;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999983941009395;51.0
4;2;2;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999986861006106;53.0
4;2;2;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999983210010217;51.0
4;2;2;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999986660006333;52.0
4;2;2;0;2;2;1;0;3;2;1;0;3;2;2;0;0.999997914901479;50.0
4;2;2;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999983577009804;52.0
4;3;2;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999987321005569;53.0
4;3;2;0;3;3;0;0;3;2;1;0;3;2;2;0;0.99999844150084;50.0
4;3;2;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999986196006664;51.0
4;3;2;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999987819005083;52.0
4;3;2;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999985456007386;52.0
4;3;2;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999984725008099;52.0
4;3;2;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999988175004736;53.0
4;3;2;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999980664012056;51.0
4;3;2;0;4;2;1;0;3;2;1;0;3;2;2;0;0.999998509200774;53.0
4;4;0;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999986170006879;50.0
4;4;0;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999983264010045;47.0
4;4;0;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999987757005149;51.0
4;4;0;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999985045008104;48.0
4;4;0;0;4;2;2;0;3;2;1;0;3;2;2;0;0.9999986304006733;51.0
4;4;0;0;4;3;2;0;3;2;1;0;3;2;2;0;0.9999987819005082;52.0
4;4;0;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999986668006335;49.0
4;4;0;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999984305008911;49.0
4;4;0;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999987225005729;51.0
4;4;0;0;4;4;2;0;3;2;1;0;3;2;2;0;0.9999987878005017;53.0
4;4;0;0;4;3;3;0;3;2;1;0;3;2;2;0;0.9999989101003685;53.0
4;4;0;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999983574009708;49.0
4;4;0;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999987024005949;50.0
4;4;0;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999979513014133;48.0
4;4;0;0;4;4;1;0;3;2;1;0;3;2;2;0;0.9999987412005525;52.0
4;4;0;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999983941009308;50.0
4;4;0;0;3;3;3;0;3;2;1;0;3;2;2;0;0.9999989100003686;52.0
2;2;2;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999983807009573;50.0
2;2;2;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999980901013426;47.0
2;2;2;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999985394007468;51.0
2;2;2;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999982682011064;48.0
2;2;2;0;4;2;2;0;3;2;1;0;3;2;2;0;0.9999983941009395;51.0
2;2;2;0;4;3;2;0;3;2;1;0;3;2;2;0;0.9999985456007386;52.0
2;2;2;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999984305008911;49.0
2;2;2;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999981942012046;49.0
2;2;2;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999984862008173;51.0
2;2;2;0;4;4;2;0;3;2;1;0;3;2;2;0;0.9999985515007307;53.0
2;2;2;0;4;3;3;0;3;2;1;0;3;2;2;0;0.9999986738005685;53.0
2;2;2;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999981211013015;49.0
2;2;2;0;3;3;1;0;3;2;1;0;3;2;2;0;0.999998466100844;50.0
2;2;2;0;2;2;1;0;3;2;1;0;3;2;2;0;0.99999771500184;48.0
2;2;2;0;4;4;1;0;3;2;1;0;3;2;2;0;0.9999985049007926;52.0
2;2;2;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999981578012528;50.0
2;2;2;0;3;3;3;0;3;2;1;0;3;2;2;0;0.9999986737005687;52.0
4;3;1;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999986727006245;52.0
4;3;1;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999983821009248;49.0
4;3;1;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999988314004603;53.0
4;3;1;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999985602007406;50.0
4;3;1;0;4;2;2;0;3;2;1;0;3;2;2;0;0.9999986861006106;53.0
4;3;1;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999987225005729;51.0
4;3;1;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999984862008173;51.0
4;3;1;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999987782005153;53.0
4;3;1;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999984131008928;51.0
4;3;1;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999987581005361;52.0
4;3;1;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999980070013128;50.0
4;3;1;0;4;2;1;0;3;2;1;0;3;2;2;0;0.999998449800855;52.0
4;4;2;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999984474008315;51.0
4;4;2;0;4;3;0;0;3;2;1;0;3;2;2;0;0.999998625500659;52.0
4;4;2;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999987878005018;53.0
4;4;2;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999985515007307;53.0
4;4;2;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999984784008015;53.0
4;4;2;0;2;2;1;0;3;2;1;0;3;2;2;0;0.999998072301195;52.0
4;3;3;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999985697006566;51.0
4;3;3;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999987478005059;52.0
4;3;3;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999989101003685;53.0
4;3;3;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999986738005686;53.0
4;3;3;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999986007006304;53.0
4;3;3;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999981946009742;52.0
4;4;4;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999985698006565;53.0
3;2;1;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999983076010405;50.0
3;2;1;0;3;3;0;0;3;2;1;0;3;2;2;0;0.999998017001447;47.0
3;2;1;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999984663008183;51.0
3;2;1;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999981951011978;48.0
3;2;1;0;4;2;2;0;3;2;1;0;3;2;2;0;0.9999983210010217;51.0
3;2;1;0;4;3;2;0;3;2;1;0;3;2;2;0;0.9999984725008098;52.0
3;2;1;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999983574009708;49.0
3;2;1;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999981211013014;49.0
3;2;1;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999984131008929;51.0
3;2;1;0;4;4;2;0;3;2;1;0;3;2;2;0;0.9999984784008015;53.0
3;2;1;0;4;3;3;0;3;2;1;0;3;2;2;0;0.9999986007006304;53.0
3;2;1;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999980480014037;49.0
3;2;1;0;3;3;1;0;3;2;1;0;3;2;2;0;0.999998393000921;50.0
3;2;1;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999976419019718;48.0
3;2;1;0;4;4;1;0;3;2;1;0;3;2;2;0;0.9999984318008667;52.0
3;2;1;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999980847013523;50.0
3;2;1;0;3;3;3;0;3;2;1;0;3;2;2;0;0.9999986006006305;52.0
3;3;1;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999986526006475;51.0
3;3;1;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999983620009537;48.0
3;3;1;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999988113004801;52.0
3;3;1;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999985401007659;49.0
3;3;1;0;4;2;2;0;3;2;1;0;3;2;2;0;0.9999986660006334;52.0
3;3;1;0;4;3;2;0;3;2;1;0;3;2;2;0;0.9999988175004736;53.0
3;3;1;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999987024005949;50.0
3;3;1;0;2;2;2;0;3;2;1;0;3;2;2;0;0.999998466100844;50.0
3;3;1;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999987581005362;52.0
3;3;1;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999983930009211;50.0
3;3;1;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999987380005574;51.0
3;3;1;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999979869013491;49.0
3;3;1;0;4;4;1;0;3;2;1;0;3;2;2;0;0.9999987768005165;53.0
3;3;1;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999984297008824;51.0
3;3;1;0;3;3;3;0;3;2;1;0;3;2;2;0;0.9999989456003385;53.0
2;2;1;0;4;4;3;0;3;2;1;0;3;2;2;0;0.999998194600974;53.0
2;2;1;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999979015015033;49.0
2;2;1;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999976109020278;46.0
2;2;1;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999980602012167;50.0
2;2;1;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999977890017062;47.0
2;2;1;0;4;2;2;0;3;2;1;0;3;2;2;0;0.999997914901479;50.0
2;2;1;0;4;3;2;0;3;2;1;0;3;2;2;0;0.9999980664012056;51.0
2;2;1;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999979513014132;48.0
2;2;1;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999977150018399;48.0
2;2;1;0;4;3;1;0;3;2;1;0;3;2;2;0;0.9999980070013128;50.0
2;2;1;0;4;4;2;0;3;2;1;0;3;2;2;0;0.9999980723011949;52.0
2;2;1;0;4;3;3;0;3;2;1;0;3;2;2;0;0.999998194600974;52.0
2;2;1;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999976419019718;48.0
2;2;1;0;3;3;1;0;3;2;1;0;3;2;2;0;0.999997986901349;49.0
2;2;1;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999972358027049;47.0
2;2;1;0;4;4;1;0;3;2;1;0;3;2;2;0;0.999998025701279;51.0
2;2;1;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999976786019056;49.0
2;2;1;0;3;3;3;0;3;2;1;0;3;2;2;0;0.9999981945009743;51.0
4;4;1;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999986914006032;53.0
4;4;1;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999984008008982;50.0
4;4;1;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999985789007173;51.0
4;4;1;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999987412005525;52.0
4;4;1;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999985049007926;52.0
4;4;1;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999984318008667;52.0
4;4;1;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999987768005164;53.0
4;4;1;0;2;2;1;0;3;2;1;0;3;2;2;0;0.999998025701279;51.0
4;4;1;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999984685008295;53.0
4;2;1;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999983443009987;51.0
4;2;1;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999980537013945;48.0
4;2;1;0;3;3;2;0;3;2;1;0;3;2;2;0;0.9999985030007824;52.0
4;2;1;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999982318011519;49.0
4;2;1;0;4;2;2;0;3;2;1;0;3;2;2;0;0.9999983577009804;52.0
4;2;1;0;4;3;2;0;3;2;1;0;3;2;2;0;0.999998509200774;53.0
4;2;1;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999983941009307;50.0
4;2;1;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999981578012528;50.0
4;2;1;0;4;3;1;0;3;2;1;0;3;2;2;0;0.999998449800855;52.0
4;2;1;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999980847013523;50.0
4;2;1;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999984297008823;51.0
4;2;1;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999976786019056;49.0
4;2;1;0;4;4;1;0;3;2;1;0;3;2;2;0;0.9999984685008294;53.0
4;2;1;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999981214013023;51.0
4;2;1;0;3;3;3;0;3;2;1;0;3;2;2;0;0.9999986373005995;53.0
3;3;3;0;3;2;2;0;3;2;1;0;3;2;2;0;0.9999988602004107;53.0
3;3;3;0;3;3;0;0;3;2;1;0;3;2;2;0;0.9999985696006567;50.0
3;3;3;0;4;3;0;0;3;2;1;0;3;2;2;0;0.9999987477005059;51.0
3;3;3;0;4;4;0;0;3;2;1;0;3;2;2;0;0.9999989100003686;52.0
3;3;3;0;2;2;2;0;3;2;1;0;3;2;2;0;0.9999986737005686;52.0
3;3;3;0;3;2;1;0;3;2;1;0;3;2;2;0;0.9999986006006305;52.0
3;3;3;0;3;3;1;0;3;2;1;0;3;2;2;0;0.9999989456003384;53.0
3;3;3;0;2;2;1;0;3;2;1;0;3;2;2;0;0.9999981945009743;51.0
3;3;3;0;4;2;1;0;3;2;1;0;3;2;2;0;0.9999986373005995;53.0
4;4;3;0;3;3;0;0;3;3;1;0;3;2;2;0;0.9999989147003538;53.0
3;2;2;0;3;2;2;0;3;3;1;0;3;2;2;0;0.9999989122004411;52.0
3;2;2;0;3;3;0;0;3;3;1;0;3;2;2;0;0.999998621600672;49.0
3;2;2;0;3;3;2;0;3;3;1;0;3;2;2;0;0.9999990709003149;53.0
3;2;2;0;4;3;0;0;3;3;1;0;3;2;2;0;0.9999987997005304;50.0
3;2;2;0;4;2;2;0;3;3;1;0;3;2;2;0;0.9999989256004305;53.0
3;2;2;0;4;4;0;0;3;3;1;0;3;2;2;0;0.9999989620004015;51.0
3;2;2;0;2;2;2;0;3;3;1;0;3;2;2;0;0.9999987257005893;51.0
3;2;2;0;4;3;1;0;3;3;1;0;3;2;2;0;0.9999990177003573;53.0
3;2;2;0;3;2;1;0;3;3;1;0;3;2;2;0;0.9999986526006474;51.0
3;2;2;0;3;3;1;0;3;3;1;0;3;2;2;0;0.9999989976003733;52.0
3;2;2;0;2;2;1;0;3;3;1;0;3;2;2;0;0.99999824650097;50.0
3;2;2;0;4;2;1;0;3;3;1;0;3;2;2;0;0.9999986893006182;52.0
3;3;0;0;4;4;3;0;3;3;1;0;3;2;2;0;0.9999989147003538;53.0
3;3;0;0;3;2;2;0;3;3;1;0;3;2;2;0;0.999998621600672;49.0
3;3;0;0;3;3;0;0;3;3;1;0;3;2;2;0;0.9999983310009872;46.0
3;3;0;0;3;3;2;0;3;3;1;0;3;2;2;0;0.9999987803004997;50.0
3;3;0;0;4;3;0;0;3;3;1;0;3;2;2;0;0.9999985091007939;47.0
3;3;0;0;4;2;2;0;3;3;1;0;3;2;2;0;0.9999986350006574;50.0
3;3;0;0;4;3;2;0;3;3;1;0;3;2;2;0;0.999998786500493;51.0
3;3;0;0;4;4;0;0;3;3;1;0;3;2;2;0;0.9999986714006178;48.0
3;3;0;0;2;2;2;0;3;3;1;0;3;2;2;0;0.9999984351008743;48.0
3;3;0;0;4;3;1;0;3;3;1;0;3;2;2;0;0.9999987271005575;50.0
3;3;0;0;4;4;2;0;3;3;1;0;3;2;2;0;0.9999987924004865;52.0
3;3;0;0;4;3;3;0;3;3;1;0;3;2;2;0;0.9999989147003538;52.0
3;3;0;0;3;2;1;0;3;3;1;0;3;2;2;0;0.9999983620009536;48.0
3;3;0;0;3;3;1;0;3;3;1;0;3;2;2;0;0.9999987070005792;49.0
3;3;0;0;2;2;1;0;3;3;1;0;3;2;2;0;0.9999979559013943;47.0
3;3;0;0;4;4;1;0;3;3;1;0;3;2;2;0;0.9999987458005372;51.0
3;3;0;0;4;2;1;0;3;3;1;0;3;2;2;0;0.9999983987009138;49.0
3;3;0;0;3;3;3;0;3;3;1;0;3;2;2;0;0.999998914600354;51.0
3;3;2;0;3;2;2;0;3;3;1;0;3;2;2;0;0.999999070900315;53.0
3;3;2;0;3;3;0;0;3;3;1;0;3;2;2;0;0.9999987803004997;50.0
3;3;2;0;4;3;0;0;3;3;1;0;3;2;2;0;0.9999989584003864;51.0
3;3;2;0;4;4;0;0;3;3;1;0;3;2;2;0;0.9999991207002832;52.0
3;3;2;0;2;2;2;0;3;3;1;0;3;2;2;0;0.9999988844004336;52.0
3;3;2;0;3;2;1;0;3;3;1;0;3;2;2;0;0.99999881130048;52.0
3;3;2;0;3;3;1;0;3;3;1;0;3;2;2;0;0.9999991563002607;53.0
3;3;2;0;2;2;1;0;3;3;1;0;3;2;2;0;0.9999984052007382;51.0
3;3;2;0;4;2;1;0;3;3;1;0;3;2;2;0;0.9999988480004567;53.0
4;3;0;0;3;2;2;0;3;3;1;0;3;2;2;0;0.9999987997005304;50.0
4;3;0;0;3;3;0;0;3;3;1;0;3;2;2;0;0.9999985091007939;47.0
4;3;0;0;3;3;2;0;3;3;1;0;3;2;2;0;0.9999989584003864;51.0
4;3;0;0;4;3;0;0;3;3;1;0;3;2;2;0;0.9999986872006323;48.0
4;3;0;0;4;2;2;0;3;3;1;0;3;2;2;0;0.9999988131005183;51.0
4;3;0;0;4;3;2;0;3;3;1;0;3;2;2;0;0.9999989646003808;52.0
4;3;0;0;4;4;0;0;3;3;1;0;3;2;2;0;0.9999988495004851;49.0
4;3;0;0;2;2;2;0;3;3;1;0;3;2;2;0;0.9999986132006996;49.0
4;3;0;0;4;3;1;0;3;3;1;0;3;2;2;0;0.9999989052004347;51.0
4;3;0;0;4;4;2;0;3;3;1;0;3;2;2;0;0.9999989705003755;53.0
4;3;0;0;4;3;3;0;3;3;1;0;3;2;2;0;0.9999990928002646;53.0
