np1;np2;np3;np4;ns1;ns2;ns3;ns4;ni1;ni2;ni3;ni4;nh1;nh2;nh3;nh4;series;cost
4;3;1;0;4;2;1;0;4;4;3;0;4;4;3;0;0.9999992956000973;61.0
4;3;1;0;3;3;3;0;4;4;3;0;4;4;3;0;0.9999998115000002;63.0
4;4;2;0;4;4;3;0;4;4;3;0;4;4;3;0;0.9999998768999999;67.0
4;4;2;0;3;2;2;0;4;4;3;0;4;4;3;0;0.9999995838000361;63.0
4;4;2;0;3;3;0;0;4;4;3;0;4;4;3;0;0.9999992932000716;60.0
4;4;2;0;3;3;2;0;4;4;3;0;4;4;3;0;0.9999997425000164;64.0
4;4;2;0;4;3;0;0;4;4;3;0;4;4;3;0;0.9999994713000497;61.0
4;4;2;0;4;2;2;0;4;4;3;0;4;4;3;0;0.9999995972000344;64.0
4;4;2;0;4;3;2;0;4;4;3;0;4;4;3;0;0.9999997487000157;65.0
4;4;2;0;4;4;0;0;4;4;3;0;4;4;3;0;0.9999996336000299;62.0
4;4;2;0;2;2;2;0;4;4;3;0;4;4;3;0;0.9999993973000589;62.0
4;4;2;0;4;3;1;0;4;4;3;0;4;4;3;0;0.999999689300023;64.0
4;4;2;0;4;4;2;0;4;4;3;0;4;4;3;0;0.999999754600015;66.0
4;4;2;0;4;3;3;0;4;4;3;0;4;4;3;0;0.9999998768999999;66.0
4;4;2;0;3;2;1;0;4;4;3;0;4;4;3;0;0.9999993242000679;62.0
4;4;2;0;3;3;1;0;4;4;3;0;4;4;3;0;0.9999996692000255;63.0
4;4;2;0;2;2;1;0;4;4;3;0;4;4;3;0;0.9999989181001179;61.0
4;4;2;0;4;4;1;0;4;4;3;0;4;4;3;0;0.9999997080000207;65.0
4;4;2;0;4;2;1;0;4;4;3;0;4;4;3;0;0.9999993609000634;63.0
4;4;2;0;3;3;3;0;4;4;3;0;4;4;3;0;0.9999998767999999;65.0
4;3;3;0;4;4;3;0;4;4;3;0;4;4;3;0;0.9999999991999999;67.0
4;3;3;0;3;2;2;0;4;4;3;0;4;4;3;0;0.9999997061000002;63.0
4;3;3;0;3;3;0;0;4;4;3;0;4;4;3;0;0.9999994155000003;60.0
4;3;3;0;3;3;2;0;4;4;3;0;4;4;3;0;0.9999998648;64.0
4;3;3;0;4;3;0;0;4;4;3;0;4;4;3;0;0.9999995936000001;61.0
4;3;3;0;4;2;2;0;4;4;3;0;4;4;3;0;0.9999997195000002;64.0
4;3;3;0;4;3;2;0;4;4;3;0;4;4;3;0;0.9999998710000001;65.0
4;3;3;0;4;4;0;0;4;4;3;0;4;4;3;0;0.9999997559;62.0
4;3;3;0;2;2;2;0;4;4;3;0;4;4;3;0;0.9999995196000003;62.0
4;3;3;0;4;3;1;0;4;4;3;0;4;4;3;0;0.9999998116000001;64.0
4;3;3;0;4;4;2;0;4;4;3;0;4;4;3;0;0.9999998769;66.0
4;3;3;0;4;3;3;0;4;4;3;0;4;4;3;0;0.9999999991999999;66.0
4;3;3;0;3;2;1;0;4;4;3;0;4;4;3;0;0.9999994465000003;62.0
4;3;3;0;3;3;1;0;4;4;3;0;4;4;3;0;0.9999997915000001;63.0
4;3;3;0;2;2;1;0;4;4;3;0;4;4;3;0;0.9999990404000005;61.0
4;3;3;0;4;4;1;0;4;4;3;0;4;4;3;0;0.9999998303000001;65.0
4;3;3;0;4;2;1;0;4;4;3;0;4;4;3;0;0.9999994832000003;63.0
4;3;3;0;3;3;3;0;4;4;3;0;4;4;3;0;0.9999999990999999;65.0
4;4;4;0;3;2;2;0;4;4;3;0;4;4;3;0;0.9999997062000001;65.0
4;4;4;0;3;3;0;0;4;4;3;0;4;4;3;0;0.9999994156000003;62.0
4;4;4;0;3;3;2;0;4;4;3;0;4;4;3;0;0.9999998649;66.0
4;4;4;0;4;3;0;0;4;4;3;0;4;4;3;0;0.9999995937000001;63.0
4;4;4;0;4;2;2;0;4;4;3;0;4;4;3;0;0.9999997196000001;66.0
4;4;4;0;4;3;2;0;4;4;3;0;4;4;3;0;0.9999998711000001;67.0
4;4;4;0;4;4;0;0;4;4;3;0;4;4;3;0;0.999999756;64.0
4;4;4;0;2;2;2;0;4;4;3;0;4;4;3;0;0.9999995197000002;64.0
4;4;4;0;4;3;1;0;4;4;3;0;4;4;3;0;0.9999998117000001;66.0
4;4;4;0;3;2;1;0;4;4;3;0;4;4;3;0;0.9999994466000002;64.0
4;4;4;0;3;3;1;0;4;4;3;0;4;4;3;0;0.9999997916000001;65.0
4;4;4;0;2;2;1;0;4;4;3;0;4;4;3;0;0.9999990405000004;63.0
4;4;4;0;4;4;1;0;4;4;3;0;4;4;3;0;0.9999998304000001;67.0
4;4;4;0;4;2;1;0;4;4;3;0;4;4;3;0;0.9999994833000002;65.0
4;4;4;0;3;3;3;0;4;4;3;0;4;4;3;0;0.9999999991999999;67.0
3;2;1;0;4;4;3;0;4;4;3;0;4;4;3;0;0.9999994465000003;63.0
3;2;1;0;3;2;2;0;4;4;3;0;4;4;3;0;0.9999991534001625;59.0
3;2;1;0;3;3;0;0;4;4;3;0;4;4;3;0;0.9999988628003232;56.0
3;2;1;0;3;3;2;0;4;4;3;0;4;4;3;0;0.9999993121000746;60.0
3;2;1;0;4;3;0;0;4;4;3;0;4;4;3;0;0.9999990409002246;57.0
3;2;1;0;4;2;2;0;4;4;3;0;4;4;3;0;0.9999991668001551;60.0
3;2;1;0;4;3;2;0;4;4;3;0;4;4;3;0;0.9999993183000713;61.0
3;2;1;0;4;4;0;0;4;4;3;0;4;4;3;0;0.9999992032001349;58.0
3;2;1;0;2;2;2;0;4;4;3;0;4;4;3;0;0.9999989669002657;58.0
3;2;1;0;4;3;1;0;4;4;3;0;4;4;3;0;0.9999992589001041;60.0
3;2;1;0;4;4;2;0;4;4;3;0;4;4;3;0;0.999999324200068;62.0
3;2;1;0;4;3;3;0;4;4;3;0;4;4;3;0;0.9999994465000003;62.0
3;2;1;0;4;4;4;0;4;4;3;0;4;4;3;0;0.9999994466000002;64.0
3;2;1;0;3;2;1;0;4;4;3;0;4;4;3;0;0.999998893800306;58.0
3;2;1;0;3;3;1;0;4;4;3;0;4;4;3;0;0.9999992388001152;59.0
3;2;1;0;2;2;1;0;4;4;3;0;4;4;3;0;0.9999984877005308;57.0
3;2;1;0;4;4;1;0;4;4;3;0;4;4;3;0;0.9999992776000938;61.0
3;2;1;0;4;2;1;0;4;4;3;0;4;4;3;0;0.9999989305002859;59.0
3;2;1;0;3;3;3;0;4;4;3;0;4;4;3;0;0.9999994464000003;61.0
3;3;1;0;4;4;3;0;4;4;3;0;4;4;3;0;0.9999997915000001;64.0
3;3;1;0;3;2;2;0;4;4;3;0;4;4;3;0;0.9999994984000612;60.0
3;3;1;0;3;3;0;0;4;4;3;0;4;4;3;0;0.9999992078001217;57.0
3;3;1;0;3;3;2;0;4;4;3;0;4;4;3;0;0.9999996571000281;61.0
3;3;1;0;4;3;0;0;4;4;3;0;4;4;3;0;0.9999993859000845;58.0
3;3;1;0;4;2;2;0;4;4;3;0;4;4;3;0;0.9999995118000584;61.0
3;3;1;0;4;3;2;0;4;4;3;0;4;4;3;0;0.9999996633000269;62.0
3;3;1;0;4;4;0;0;4;4;3;0;4;4;3;0;0.9999995482000508;59.0
3;3;1;0;2;2;2;0;4;4;3;0;4;4;3;0;0.9999993119001;59.0
3;3;1;0;4;3;1;0;4;4;3;0;4;4;3;0;0.9999996039000392;61.0
3;3;1;0;4;4;2;0;4;4;3;0;4;4;3;0;0.9999996692000256;63.0
3;3;1;0;4;3;3;0;4;4;3;0;4;4;3;0;0.9999997915000001;63.0
3;3;1;0;4;4;4;0;4;4;3;0;4;4;3;0;0.9999997916000001;65.0
3;3;1;0;3;2;1;0;4;4;3;0;4;4;3;0;0.9999992388001152;59.0
3;3;1;0;3;3;1;0;4;4;3;0;4;4;3;0;0.9999995838000434;60.0
3;3;1;0;2;2;1;0;4;4;3;0;4;4;3;0;0.9999988327001998;58.0
3;3;1;0;4;4;1;0;4;4;3;0;4;4;3;0;0.9999996226000353;62.0
3;3;1;0;4;2;1;0;4;4;3;0;4;4;3;0;0.9999992755001076;60.0
3;3;1;0;3;3;3;0;4;4;3;0;4;4;3;0;0.9999997914000002;62.0
2;2;1;0;4;4;3;0;4;4;3;0;4;4;3;0;0.9999990404000005;62.0
2;2;1;0;3;2;2;0;4;4;3;0;4;4;3;0;0.9999987473002818;58.0
2;2;1;0;3;3;0;0;4;4;3;0;4;4;3;0;0.9999984567005605;55.0
2;2;1;0;3;3;2;0;4;4;3;0;4;4;3;0;0.9999989060001294;59.0
2;2;1;0;4;3;0;0;4;4;3;0;4;4;3;0;0.9999986348003896;56.0
2;2;1;0;4;2;2;0;4;4;3;0;4;4;3;0;0.9999987607002689;59.0
2;2;1;0;4;3;2;0;4;4;3;0;4;4;3;0;0.9999989122001236;60.0
2;2;1;0;4;4;0;0;4;4;3;0;4;4;3;0;0.9999987971002339;57.0
2;2;1;0;2;2;2;0;4;4;3;0;4;4;3;0;0.9999985608004607;57.0
2;2;1;0;4;3;1;0;4;4;3;0;4;4;3;0;0.9999988528001805;59.0
2;2;1;0;4;4;2;0;4;4;3;0;4;4;3;0;0.9999989181001179;61.0
2;2;1;0;4;3;3;0;4;4;3;0;4;4;3;0;0.9999990404000005;61.0
2;2;1;0;4;4;4;0;4;4;3;0;4;4;3;0;0.9999990405000004;63.0
2;2;1;0;3;2;1;0;4;4;3;0;4;4;3;0;0.9999984877005308;57.0
2;2;1;0;3;3;1;0;4;4;3;0;4;4;3;0;0.9999988327001998;58.0
2;2;1;0;2;2;1;0;4;4;3;0;4;4;3;0;0.9999980816009204;56.0
2;2;1;0;4;4;1;0;4;4;3;0;4;4;3;0;0.9999988715001625;60.0
2;2;1;0;4;2;1;0;4;4;3;0;4;4;3;0;0.9999985244004956;58.0
2;2;1;0;3;3;3;0;4;4;3;0;4;4;3;0;0.9999990403000006;60.0
4;4;1;0;4;4;3;0;4;4;3;0;4;4;3;0;0.9999998303000001;66.0
4;4;1;0;3;2;2;0;4;4;3;0;4;4;3;0;0.9999995372000499;62.0
4;4;1;0;3;3;0;0;4;4;3;0;4;4;3;0;0.999999246600099;59.0
4;4;1;0;3;3;2;0;4;4;3;0;4;4;3;0;0.9999996959000228;63.0
4;4;1;0;4;3;0;0;4;4;3;0;4;4;3;0;0.9999994247000689;60.0
4;4;1;0;4;2;2;0;4;4;3;0;4;4;3;0;0.9999995506000475;63.0
4;4;1;0;4;3;2;0;4;4;3;0;4;4;3;0;0.9999997021000219;64.0
4;4;1;0;4;4;0;0;4;4;3;0;4;4;3;0;0.9999995870000413;61.0
4;4;1;0;2;2;2;0;4;4;3;0;4;4;3;0;0.9999993507000815;61.0
